Turn, level, correctResponse, nResponses, ISI, reactionTime, blueFailOut, blueFailMiss, dot, blueResponse1, blueResponse2
""
0,Level 1,0,3,15000,1,164671,0,4,0,2,007663,2,010922,2,01478,2,007214
""
