Turn;level;correctResponse;nResponses;ISI;reactionTime;blueFailOut;blueFailMiss;dot;blueResponse1;blueResponse2;blueResponse3;blueResponse4
0;Level 2 b;1;3;2000;1,443617;0;2;1;2,002476;2,000854;0;0
1;Level 2 b;0;3;15000;1,615856;0;5;1;2,001215;2,000394;2,001509;0
