Turn;level;correctResponse;nResponses;ISI;reactionTime;blueFailOut;blueFailMiss;dot;blueResponse1;blueResponse2;blueResponse3;blueResponse4
0;Level 1;1;3;2000;2,24259;0;3;1;2,00093;2,001045;2,000442;0
1;Level 1;0;3;2000;0,9117584;0;6;1;2,002588;2,001824;2,002581;0
2;Level 1;1;3;2000;1,462471;0;9;1;2,000077;2,001012;2,001662;0
3;Level 1;0;3;15000;1,421272;0;1,;1;2,001456;2,001513;2,001307;2,001436
