Turn;level;correctResponse;nResponses;ISI;reactionTime;blueFailOut;blueFailMiss;dot;blueResponse1;blueResponse2;blueResponse3;blueResponse4
0;Level 2 b;0;3;2000;1,089083;0;3;1;2,000928;2,000387;2,000882;0
1;Level 2 b;1;3;2000;1,506077;0;6;1;2,000078;2,001233;2,000483;0
