Turn, level, correctResponse, nResponses, ISI, reactionTime, blueFailOut, blueFailMiss, dot, blueResponse1, blueResponse2
0,Level 3 b,0,4,15000,1,105965,0,4,0,2,004181,2,002366,2,002625,2,002569
