Turn;level;correctResponse;nResponses;ISI;reactionTime;blueFailOut;blueFailMiss;dot;blueResponse1;blueResponse2;blueResponse3;blueResponse4
0;Level 1;0;3;2000;1,377306;0;3;1;2,000905;2,001405;2,000649;0
1;Level 1;0;3;2000;0,938858;0;7;1;2,002025;2,000468;2,00062;2,001334
2;Level 1;1;3;15000;1,85804;0;1,;1;2,001397;2,000084;2,002137;0
