Turn, level, correctResponse, nResponses, ISI, reactionTime, blueResponse1, blueResponse2
0,0,1,3,15000,2,509277,2,002311,2,000804
1,0,0,3,2000,1,449776,2,000537,2,003939
2,0,0,3,2000,2,528042,2,00421,2,001714
3,0,0,3,15000,2,246124,2,000459,2,004446
4,1,0,3,2000,5,002052,2,002748,2,000701
5,1,0,3,15000,4,152336,2,000599,2,001773
6,1,1,3,15000,1,791809,2,000477,2,003772
7,1,1,3,2000,5,002884,2,001947,2,003926
8,0,0,3,15000,2,458008,2,003247,2,002457
