Turn;level;correctResponse;nResponses;ISI;reactionTime;blueFailOut;blueFailMiss;dot;blueResponse1;blueResponse2;blueResponse3;blueResponse4
0;Level 1;0;3;15000;5,004011;0;4;1;2,005045;2,00837;2,007421;2,000442
