Turn, level, correctResponse, nResponses, ISI, reactionTime, blueFailOut, blueFailMiss, dot, blueResponse1, blueResponse2
0,Level 1,0,3,2000,5,001724,0,4,0,2,003451,2,00156,2,002065,2,000508
