Turn ;level ;correctResponse ;nResponses ;ISI ;reactionTime ;blueFailOut ;blueFailMiss ;dot ;blueResponse1 ;blueResponse2 ;blueResponse3 ;blueResponse4
0 ;Level 2 ;1 ;3 ;2000 ;2,120144 ;0 ;3 ;0 ;2,007828 ;2,004124 ;2,005473 ;0
