Turn, level, correctResponse, nResponses, ISI, reactionTime, blueFailOut, blueFailMiss, blueResponse1, blueResponse2
0,0,0,3,15000,5,003057,0,2,2,003282,2,004556
1,1,0,3,2000,5,002239,0,2
2,0,0,3,2000,5,001621,0,2
