Turn, level, correctResponse, nResponses, ISI, reactionTime, blueFailOut, blueFailMiss, blueResponse1, blueResponse2
0,0,0,3,2000,1,138552,0,2,2,002805,2,000067
1,1,1,3,2000,3,10885,0,2
